Date,Title,EngTitle
2020-08-26 14:08:00,"현대차 야심작 포니 전기차 설계도 공개?..""쉿 어린이들에게만""","Hyundai Motor Company's ambitious Pony electric car design also revealed?..""Shh only for children"""
2020-08-26 11:20:00,날렵한 디자인…현대차 ‘더 뉴 코나’가 달려온다,Sleek design... Hyundai’s “The New Kona” is running
2020-08-26 09:05:00,"현대차, 10월 출시 '더 뉴 코나' 티저 이미지 공개","현대차, 10월 출시 '더 뉴 코나' 티저 이미지 공개"
2020-08-26 08:57:00,"현대차, '더 뉴 코나' 티저 이미지 공개…10월 출시",Hyundai Motor Company reveals teaser image of'The New Kona'... Released in October
2020-08-26 08:55:00,"현대차, `더 뉴 코나` 티저 이미지 공개…소형 SUV 선두 노린다",Hyundai Motor Shows Teaser Image of'The New Kona'… Aiming to lead small SUVs
2020-08-26 08:43:00,강렬한 첫인상…현대차 ‘더 뉴 코나’ 티저 이미지 공개,Intense first impression... Hyundai Motor Company's'The New Kona' teaser image released
2020-08-25 18:13:00,"[줌인]맏형 현대차 임단협, 미래車 시대 앞두고 고용문제로 치열한 샅바...",[Zoom-in] The eldest Hyundai Motor Company's executive team is fiercely struck by employment problems ahead of the future era...
2020-08-25 18:06:00,"현대차, 美서 '첨단 기술 고객 만족도 1위'","Hyundai Motor Company,'#1 in high-tech customer satisfaction'"
2020-08-25 16:18:00,현대차 美서 질주…첨단기술 만족도 1위,현대차 美서 질주…첨단기술 만족도 1위
2020-08-25 15:21:00,美 소비자도 인정한 현대차 기술력…신차 기술 만족도 1위,Hyundai Motor Company's technology recognized by US consumers... #1 in satisfaction with new car technology
2020-08-25 11:34:00,현대차 첨단기술 美 소비자 홀렸다,US consumers are attracted to the high-tech Hyundai Motor Company
2020-08-25 11:16:00,"현대차, 美서 '첨단기술 고객 만족도' 1위에 올라","현대차, 美서 '첨단기술 고객 만족도' 1위에 올라"
2020-08-25 10:01:00,현대차 첨단 기술력 美소비자들도 인정했다,현대차 첨단 기술력 美소비자들도 인정했다
2020-08-25 09:47:00,"현대차, 美 JD파워 '첨단기술 만족도 조사'서 1위","현대차, 美 JD파워 '첨단기술 만족도 조사'서 1위"
2020-08-25 06:54:00,"현대차, JD파워 ‘첨단기술 만족도 조사’ 1위","Hyundai Motor Company, JD Power Ranked 1st in'Advanced Technology Satisfaction Survey'"
2020-08-25 17:33:00,"현대차 노사, 올해 임협 화상연결 방식으로 변경","Hyundai Motor's labor-management, this year's Lim Hyup video connection method changed"
2020-08-25 16:15:00,"현대차 노사, 코로나19에 임단협 교섭 '언택트' 전환",Hyundai Motor's labor-management transition to'un-tact' negotiations for COVID-19
2020-08-25 15:30:00,"현대차 노사, 임금교섭도 비대면으로 한다","현대차 노사, 임금교섭도 비대면으로 한다"
2020-08-25 16:16:00,현대·삼성重 나란히 2척씩 초대형 에탄운반선 수주,Received orders for ultra-large ethane carriers for 2 ships side by side with Hyundai and Samsung Heavy Industries
2020-08-25 10:03:00,"현대·삼성重, 초대형 에탄운반선 총 4척 수주…5240억원 규모",Hyundai·Samsung Heavy wins orders for a total of 4 ultra-large ethane carriers… 524 billion won
2020-08-25 15:37:00,"현대커머셜, 국내 첫 상용차 활용 지속가능채권 발행 성공",Hyundai Commercial succeeds in issuing sustainable bonds for the first commercial vehicle in Korea
2020-08-25 15:09:00,"현대커머셜, 中企 지원용 지속가능채권 2500억 발행","현대커머셜, 中企 지원용 지속가능채권 2500억 발행"
2020-08-25 13:18:00,"현대커머셜, 국내 첫 상용차 활용 지속가능채권 발행",Hyundai Commercial issues sustainable bonds using commercial vehicles for the first time in Korea
2020-08-25 18:13:00,"[줌인]맏형 현대차 임단협, 미래車 시대 앞두고 고용문제로 치열한 샅바...","[줌인]맏형 현대차 임단협, 미래車 시대 앞두고 고용문제로 치열한 샅바..."
2020-08-25 18:06:00,"현대차, 美서 '첨단 기술 고객 만족도 1위'","Hyundai Motor Company,'#1 in high-tech customer satisfaction'"
2020-08-25 16:18:00,현대차 美서 질주…첨단기술 만족도 1위,현대차 美서 질주…첨단기술 만족도 1위
2020-08-25 15:21:00,美 소비자도 인정한 현대차 기술력…신차 기술 만족도 1위,Hyundai Motor Company's technology recognized by US consumers... #1 in satisfaction with new car technology
2020-08-25 11:34:00,현대차 첨단기술 美 소비자 홀렸다,US consumers are attracted to the high-tech Hyundai Motor Company
2020-08-25 11:16:00,"현대차, 美서 '첨단기술 고객 만족도' 1위에 올라",Hyundai Motors Ranks No. 1 in'High-tech Customer Satisfaction' in the US
2020-08-25 10:01:00,현대차 첨단 기술력 美소비자들도 인정했다,US consumers also recognized Hyundai Motor's advanced technology
2020-08-25 09:47:00,"현대차, 美 JD파워 '첨단기술 만족도 조사'서 1위","현대차, 美 JD파워 '첨단기술 만족도 조사'서 1위"
2020-08-25 06:54:00,"현대차, JD파워 ‘첨단기술 만족도 조사’ 1위","현대차, JD파워 ‘첨단기술 만족도 조사’ 1위"
2020-08-25 17:33:00,"현대차 노사, 올해 임협 화상연결 방식으로 변경","Hyundai Motor's labor-management, this year's Lim Hyup video connection method changed"
2020-08-25 16:15:00,"현대차 노사, 코로나19에 임단협 교섭 '언택트' 전환","현대차 노사, 코로나19에 임단협 교섭 '언택트' 전환"
2020-08-25 15:30:00,"현대차 노사, 임금교섭도 비대면으로 한다","Hyundai Motor's labor-management, wage bargaining is also non-face-to-face"
2020-08-25 16:16:00,현대·삼성重 나란히 2척씩 초대형 에탄운반선 수주,Received orders for ultra-large ethane carriers for 2 ships side by side with Hyundai and Samsung Heavy Industries
2020-08-25 10:03:00,"현대·삼성重, 초대형 에탄운반선 총 4척 수주…5240억원 규모",Hyundai·Samsung Heavy wins orders for a total of 4 ultra-large ethane carriers… 524 billion won
2020-08-25 15:37:00,"현대커머셜, 국내 첫 상용차 활용 지속가능채권 발행 성공","현대커머셜, 국내 첫 상용차 활용 지속가능채권 발행 성공"
2020-08-25 15:09:00,"현대커머셜, 中企 지원용 지속가능채권 2500억 발행","현대커머셜, 中企 지원용 지속가능채권 2500억 발행"
2020-08-25 13:18:00,"현대커머셜, 국내 첫 상용차 활용 지속가능채권 발행",Hyundai Commercial issues sustainable bonds using commercial vehicles for the first time in Korea
2020-08-25 11:38:00,현대차 4%대 상승..자동차가 코스피 강세 주도,Hyundai Motor's 4% rise..Cars lead the KOSPI's strength
2020-08-25 10:52:00,삼성·현대차도 금융위에 경영개선계획 낸다,Samsung·Hyundai Motor also presents management improvement plans to the Financial Services Commission
2020-08-25 10:01:00,현대차 첨단 기술력 美소비자들도 인정했다,US consumers also recognized Hyundai Motor's advanced technology
2020-08-25 09:38:00,"현대차, 美시장조사 만족도 1위에 17만원대로 급등","Hyundai Motors soared to 170,000 won in US market survey satisfaction"
2020-08-25 09:26:00,"[특징주]현대차, 美 기술 만족도 1위·기아차 3위 소식에 강세","[특징주]현대차, 美 기술 만족도 1위·기아차 3위 소식에 강세"
2020-08-25 09:47:00,"현대차, 美 JD파워 '첨단기술 만족도 조사'서 1위","현대차, 美 JD파워 '첨단기술 만족도 조사'서 1위"
2020-08-25 06:02:00,"정몽구 현대차 회장, 40일 넘게 아산병원 입원 중... 예상보다 길어...","Hyundai Motor Chairman Chung Mong-koo, hospitalized at Asan Hospital for over 40 days... longer than expected..."
2020-08-25 13:18:00,"현대커머셜, 국내 첫 상용차 활용 지속가능채권 발행",Hyundai Commercial issues sustainable bonds using commercial vehicles for the first time in Korea
2020-08-25 11:38:00,현대차 4%대 상승..자동차가 코스피 강세 주도,Hyundai Motor's 4% rise..Cars lead the KOSPI's strength
2020-08-25 11:34:00,현대차 첨단기술 美 소비자 홀렸다,현대차 첨단기술 美 소비자 홀렸다
2020-08-25 11:16:00,"현대차, 美서 '첨단기술 고객 만족도' 1위에 올라",Hyundai Motors Ranks No. 1 in'High-tech Customer Satisfaction' in the US
2020-08-25 10:01:00,현대차 첨단 기술력 美소비자들도 인정했다,현대차 첨단 기술력 美소비자들도 인정했다
2020-08-25 09:47:00,"현대차, 美 JD파워 '첨단기술 만족도 조사'서 1위",Hyundai Motor Company ranked 1st in JD Power's'Advanced Technology Satisfaction Survey'
2020-08-25 06:54:00,"현대차, JD파워 ‘첨단기술 만족도 조사’ 1위","Hyundai Motor Company, JD Power Ranked 1st in'Advanced Technology Satisfaction Survey'"
2020-08-25 10:52:00,삼성·현대차도 금융위에 경영개선계획 낸다,삼성·현대차도 금융위에 경영개선계획 낸다
2020-08-25 10:03:00,"현대·삼성重, 초대형 에탄운반선 총 4척 수주…5240억원 규모",Hyundai·Samsung Heavy wins orders for a total of 4 ultra-large ethane carriers… 524 billion won
2020-08-25 10:01:00,현대차 첨단 기술력 美소비자들도 인정했다,US consumers also recognized Hyundai Motor's advanced technology
2020-08-25 09:38:00,"현대차, 美시장조사 만족도 1위에 17만원대로 급등","Hyundai Motors soared to 170,000 won in US market survey satisfaction"
2020-08-25 09:26:00,"[특징주]현대차, 美 기술 만족도 1위·기아차 3위 소식에 강세","[Features] Hyundai Motors, US Technology Satisfaction Ranked 1st and Kia Motors 3rd Place Strong News"
2020-08-25 09:47:00,"현대차, 美 JD파워 '첨단기술 만족도 조사'서 1위",Hyundai Motor Company ranked 1st in JD Power's'Advanced Technology Satisfaction Survey'
2020-08-25 06:02:00,"정몽구 현대차 회장, 40일 넘게 아산병원 입원 중... 예상보다 길어...","정몽구 현대차 회장, 40일 넘게 아산병원 입원 중... 예상보다 길어..."
2020-08-25 04:03:00,"[분양 하이라이트] 현대 테라타워 영통, 스타트업에 딱 맞는 사무실","[분양 하이라이트] 현대 테라타워 영통, 스타트업에 딱 맞는 사무실"
2020-08-24 17:02:00,"현대차, 캠핑카 '포터 포레스트' 한달만에 200대 이상 팔려",Hyundai Motors sells more than 200 motorhomes'Porter Forest' in a month
2020-08-24 16:14:00,"현대차, '움직이는 집' 포터 포레스트 한달여만에 200대 이상 판매",Hyundai Motor's'Moving House' Porter Forest sold more than 200 units in less than a month
2020-08-25 09:38:00,"현대차, 美시장조사 만족도 1위에 17만원대로 급등","현대차, 美시장조사 만족도 1위에 17만원대로 급등"
2020-08-25 09:26:00,"[특징주]현대차, 美 기술 만족도 1위·기아차 3위 소식에 강세","[특징주]현대차, 美 기술 만족도 1위·기아차 3위 소식에 강세"
2020-08-25 06:54:00,"현대차, JD파워 ‘첨단기술 만족도 조사’ 1위","현대차, JD파워 ‘첨단기술 만족도 조사’ 1위"
2020-08-25 06:02:00,"정몽구 현대차 회장, 40일 넘게 아산병원 입원 중... 예상보다 길어...","Hyundai Motor Chairman Chung Mong-koo, hospitalized at Asan Hospital for over 40 days... longer than expected..."
2020-08-25 04:03:00,"[분양 하이라이트] 현대 테라타워 영통, 스타트업에 딱 맞는 사무실","[Presale Highlights] Hyundai Terra Tower, Yeongtong, an office perfect for startups"
2020-08-24 17:02:00,"현대차, 캠핑카 '포터 포레스트' 한달만에 200대 이상 팔려",Hyundai Motors sells more than 200 motorhomes'Porter Forest' in a month
2020-08-24 16:14:00,"현대차, '움직이는 집' 포터 포레스트 한달여만에 200대 이상 판매",Hyundai Motor's'Moving House' Porter Forest sold more than 200 units in less than a month
2020-08-24 13:44:00,"삼성·현대차 등 금융그룹 6곳, 다음 달 재무·출자구조 통합공시","Six financial groups including Samsung and Hyundai Motors, integrated financial and investment structure announcements"
2020-08-24 07:18:00,삼성·현대 금융그룹… 내달 24·29일 위험요인 첫 통합공시,삼성·현대 금융그룹… 내달 24·29일 위험요인 첫 통합공시
2020-08-24 11:35:00,"잇따른 상표 출원…현대차그룹, 사회공헌 방향성 보인다",Successive trademark applications... Hyundai Motor Group Shows Social Contribution Direction
2020-08-24 11:28:00,현대·기아차 ‘MPV’로 中시장 반전 시동,현대·기아차 ‘MPV’로 中시장 반전 시동
2020-08-24 09:24:00,"현대·기아차, 하반기 ‘MPV’ 중국 시장 공략","현대·기아차, 하반기 ‘MPV’ 중국 시장 공략"
2020-08-23 18:09:00,'정의선 체제 2년' 현대차 체질개선…40대·외국인·여성 임원↑,'정의선 체제 2년' 현대차 체질개선…40대·외국인·여성 임원↑
2020-08-23 17:38:00,"현대차, 美 충돌 안전성평가 1위…넥쏘·쏘나타 등 10종 '최고등급'","현대차, 美 충돌 안전성평가 1위…넥쏘·쏘나타 등 10종 '최고등급'"
2020-08-23 08:00:00,"현대차, 美 IIHS 충돌 안전 테스트에서 업계 '1위'","현대차, 美 IIHS 충돌 안전 테스트에서 업계 '1위'"
2020-08-24 09:24:00,"현대·기아차, 하반기 ‘MPV’ 중국 시장 공략","Hyundai-Kia Motors, targeting the Chinese market for “MPV” in the second half"
2020-08-24 07:18:00,삼성·현대 금융그룹… 내달 24·29일 위험요인 첫 통합공시,삼성·현대 금융그룹… 내달 24·29일 위험요인 첫 통합공시
2020-08-23 18:09:00,'정의선 체제 2년' 현대차 체질개선…40대·외국인·여성 임원↑,"'2 years of Jeongeui-seon' system improvement of Hyundai Motor Company 40s, foreigners, female executives↑"
2020-08-23 17:38:00,"현대차, 美 충돌 안전성평가 1위…넥쏘·쏘나타 등 10종 '최고등급'","현대차, 美 충돌 안전성평가 1위…넥쏘·쏘나타 등 10종 '최고등급'"
2020-08-23 08:00:00,"현대차, 美 IIHS 충돌 안전 테스트에서 업계 '1위'","Hyundai Motor Company,'#1' in the US IIHS crash safety test"
2020-08-22 08:00:00,'하투' 돌입한 현대기아차 노사…임단협 교섭 속도전,'하투' 돌입한 현대기아차 노사…임단협 교섭 속도전
2020-08-21 11:39:00,"현대차, 中서도 '신차'로 재도약 나선다","현대차, 中서도 '신차'로 재도약 나선다"
2020-08-21 10:22:00,"엔카닷컴, 비교 견적 신청 1위 차종은 '현대 그랜저 HG'","엔카닷컴, 비교 견적 신청 1위 차종은 '현대 그랜저 HG'"
2020-08-21 10:12:00,"현대·기아차, 랜드로버 등 신형차 체험도 비대면…네이버","현대·기아차, 랜드로버 등 신형차 체험도 비대면…네이버"
2020-08-21 07:41:00,"""현대차보다 가성비 탁월""···中 전기차 2차공습 시작됐다","""현대차보다 가성비 탁월""···中 전기차 2차공습 시작됐다"
2020-08-21 04:01:00,"'게임체인저' 현대차, 수소차 넘어 수소공급까지 영토확장","'게임체인저' 현대차, 수소차 넘어 수소공급까지 영토확장"
2020-08-21 04:01:00,"'게임체인저' 현대차, 수소차 넘어 수소공급까지 영토확장",'Game Changer' Hyundai Motor expands territory beyond hydrogen cars to supply hydrogen
2020-08-20 18:01:00,"현대차, 호주와 협력 '그린수소 생산기술' 개발",Hyundai Motor Company and Australia Develop Green Hydrogen Production Technology
2020-08-20 15:26:00,"현대차, 호주 최대 연구기관·기업과 그린 수소 생산",Hyundai Motors produces green hydrogen with Australia's largest research institute and company
2020-08-20 11:05:00,"""수소車 넘어 수소에너지까지"" 현대차, 호주 연구기관과 생산기술 개발...","""From hydrogen to hydrogen energy"" Hyundai Motors develops production technology with Australian research institutes..."
2020-08-20 17:21:00,"테슬라냐, 니콜라냐…현대차는 누굴 따라갈까","테슬라냐, 니콜라냐…현대차는 누굴 따라갈까"
2020-08-20 16:05:00,"""테슬라 씽씽, 니콜라 털썩"" 美 미래차株 희비 엇갈리는데…현대차에 ...","""테슬라 씽씽, 니콜라 털썩"" 美 미래차株 희비 엇갈리는데…현대차에 ..."
2020-08-20 16:58:00,현대차 '수소차 대중화' 호주와 손잡아,Hyundai Motor's'hydrogen car popularization' joins hands with Australia
2020-08-20 11:32:00,"현대차, 호주와 수소 생산기술 공동개발",Hyundai Motor Company and Australia jointly develop hydrogen production technology
2020-08-20 14:37:00,현대차 또 앞서 나간다…호주와 수소 '장거리 운송기술' 개발하는 이유는...,현대차 또 앞서 나간다…호주와 수소 '장거리 운송기술' 개발하는 이유는...
2020-08-20 11:21:00,현대차 “그린수소 생산기술 개발”…濠 연구기관·기업 손잡다,현대차 “그린수소 생산기술 개발”…濠 연구기관·기업 손잡다
2020-08-20 11:03:00,"현대차, 호주 연구기관·기업과 맞손…그린수소 생산기술 개발한다",Hyundai Motor Company faces Australian research institutes and companies... Develop green hydrogen production technology
2020-08-20 09:24:00,[특징주]현대·한화 인수 검토에 두산인프라코어 강세,[Features] Doosan Infracore is strong in review of acquisition of Hyundai and Hanwha
2020-08-19 22:01:00,"장웅준 현대차 상무, 자율주행 합작법인 '모셔널' 최고전략책임자 겸임","장웅준 현대차 상무, 자율주행 합작법인 '모셔널' 최고전략책임자 겸임"
2020-08-19 17:32:00,"현대차, 세계 첫 '로보택시 상용화' 풀액셀 밟는다","현대차, 세계 첫 '로보택시 상용화' 풀액셀 밟는다"
2020-08-19 16:41:00,"[단독] 현대차, 세계 첫 로보택시 상용화 노린다","[단독] 현대차, 세계 첫 로보택시 상용화 노린다"
2020-08-19 11:44:00,"현대차 노사, 임단협 본교섭 돌입…""국민 눈높이에 맞는 협상하자""","현대차 노사, 임단협 본교섭 돌입…""국민 눈높이에 맞는 협상하자"""
2020-08-18 17:47:00,"경차부터 미니밴까지…현대차, 전기차 2년간 9종 몰아쳐 출시","경차부터 미니밴까지…현대차, 전기차 2년간 9종 몰아쳐 출시"
2020-08-18 17:03:00,"현대차 美법인, 닛산 출신 마케팅 전문가 부사장으로 영입","현대차 美법인, 닛산 출신 마케팅 전문가 부사장으로 영입"
2020-08-20 11:03:00,"현대차, 호주 연구기관·기업과 맞손…그린수소 생산기술 개발한다","현대차, 호주 연구기관·기업과 맞손…그린수소 생산기술 개발한다"
2020-08-20 09:24:00,[특징주]현대·한화 인수 검토에 두산인프라코어 강세,[특징주]현대·한화 인수 검토에 두산인프라코어 강세
2020-08-19 22:01:00,"장웅준 현대차 상무, 자율주행 합작법인 '모셔널' 최고전략책임자 겸임","장웅준 현대차 상무, 자율주행 합작법인 '모셔널' 최고전략책임자 겸임"
2020-08-19 17:32:00,"현대차, 세계 첫 '로보택시 상용화' 풀액셀 밟는다","현대차, 세계 첫 '로보택시 상용화' 풀액셀 밟는다"
2020-08-19 16:41:00,"[단독] 현대차, 세계 첫 로보택시 상용화 노린다",[Exclusive] Hyundai Motor aims to commercialize world's first robo taxi
2020-08-19 11:44:00,"현대차 노사, 임단협 본교섭 돌입…""국민 눈높이에 맞는 협상하자""","현대차 노사, 임단협 본교섭 돌입…""국민 눈높이에 맞는 협상하자"""
2020-08-18 17:47:00,"경차부터 미니밴까지…현대차, 전기차 2년간 9종 몰아쳐 출시","경차부터 미니밴까지…현대차, 전기차 2년간 9종 몰아쳐 출시"
2020-08-18 17:03:00,"현대차 美법인, 닛산 출신 마케팅 전문가 부사장으로 영입","현대차 美법인, 닛산 출신 마케팅 전문가 부사장으로 영입"
2020-08-18 10:32:00,"현대ENG, 대학생 대상 '스마트 안전 기술' 공모전 개최","현대ENG, 대학생 대상 '스마트 안전 기술' 공모전 개최"
2020-08-18 06:02:00,"굴뚝기업에도 친환경 바람… 두산重 한달간 95%, 현대차 67%올랐다","굴뚝기업에도 친환경 바람… 두산重 한달간 95%, 현대차 67%올랐다"
2020-08-17 16:17:00,"현대차-SK, 배터리 동맹으로 '유럽공략'‥배터리 점유율 60%","현대차-SK, 배터리 동맹으로 '유럽공략'‥배터리 점유율 60%"
2020-08-17 15:47:00,들썩이는 경기민감株…현대차 이달 34%·SK이노 43% 껑충,들썩이는 경기민감株…현대차 이달 34%·SK이노 43% 껑충
2020-08-17 16:17:00,"현대차-SK, 배터리 동맹으로 '유럽공략'‥배터리 점유율 60%","현대차-SK, 배터리 동맹으로 '유럽공략'‥배터리 점유율 60%"
2020-08-17 15:47:00,들썩이는 경기민감株…현대차 이달 34%·SK이노 43% 껑충,들썩이는 경기민감株…현대차 이달 34%·SK이노 43% 껑충
2020-08-17 15:27:00,"""실적 대비 저평가 된 셀트리온헬스케어·현대차 주목""","""실적 대비 저평가 된 셀트리온헬스케어·현대차 주목"""
2020-08-17 15:14:00,"현대·기아차, 美·인도·호주 등 온라인으로 車판매…에어컨 냄새 잡는 기...","Hyundai·Kia Motors, US·India·Australia, etc. Online sales… Air conditioner smell catcher..."
2020-08-17 10:09:00,[마켓포인트]코스피 주간 기관 순매도 1위 '현대차',"[Market Point]'Hyundai Motor', No. 1 in net selling by KOSPI weekly institutions"
2020-08-17 10:02:00,현대·기아차 유럽서 전기차 판매 47% 급증...포스트코로나 '파란불',현대·기아차 유럽서 전기차 판매 47% 급증...포스트코로나 '파란불'
2020-08-16 17:21:00,"'실적 모멘텀' 입증한 BBIG7…영업이익, 현대차그룹 넘었다","'실적 모멘텀' 입증한 BBIG7…영업이익, 현대차그룹 넘었다"
2020-08-16 08:41:00,"정의선 부회장, 코로나 저점에 산 현대차 주식 2.4배로 ↑","정의선 부회장, 코로나 저점에 산 현대차 주식 2.4배로 ↑"
2020-08-15 18:40:00,"싱가포르 매체 ""현대차 싱가포르서 2022년 전기차 생산""","싱가포르 매체 ""현대차 싱가포르서 2022년 전기차 생산"""
2020-08-15 12:22:00,"현대기아차, 러시아 시장 점유율 1위 노린다","현대기아차, 러시아 시장 점유율 1위 노린다"
2020-08-15 07:47:00,"현정은의 현대무벡스, 中企 맞춤형 스팩합병상장 고른 이유","현정은의 현대무벡스, 中企 맞춤형 스팩합병상장 고른 이유"
2020-08-14 18:08:00,"현대차 '코나EV', 한번 충전해 1,000km 넘게 달렸다","현대차 '코나EV', 한번 충전해 1,000km 넘게 달렸다"
2020-08-14 10:26:00,"현대차 코나 일렉트릭, 1회 충전으로 1000㎞ 이상 달렸다","현대차 코나 일렉트릭, 1회 충전으로 1000㎞ 이상 달렸다"
2020-08-14 17:07:00,"정몽구 현대차그룹 회장, 올 상반기 보수 24억원…정의선 부회장 22억...","정몽구 현대차그룹 회장, 올 상반기 보수 24억원…정의선 부회장 22억..."
2020-08-14 16:46:00,"흑석9구역, 롯데건설 계약 해지…삼성·현대·GS '관심'","흑석9구역, 롯데건설 계약 해지…삼성·현대·GS '관심'"
2020-08-14 11:35:00,현대차 수소전기차 ‘넥쏘’ 1만대 팔렸다,현대차 수소전기차 ‘넥쏘’ 1만대 팔렸다
2020-08-14 09:09:00,현대차 수소전기차 ‘넥쏘’ 1만대 돌파,현대차 수소전기차 ‘넥쏘’ 1만대 돌파
2020-08-14 11:20:00,"[fn종목 돋보기] 수소차 부품주 ‘모토닉’, 현대차에 핵심부품 3개 ...","[fn종목 돋보기] 수소차 부품주 ‘모토닉’, 현대차에 핵심부품 3개 ..."
2020-08-14 10:44:00,2400개 인증캠핑장 정보 현대차 내비에 등록된다,2400개 인증캠핑장 정보 현대차 내비에 등록된다
2020-08-14 10:16:00,"현대차 네비에 2,400여 캠핑장 정보 담긴다","현대차 네비에 2,400여 캠핑장 정보 담긴다"
2020-08-14 09:33:00,현대차 '안전 캠핑문화 활성화' 나선다...관광공사와 MOU 체결,현대차 '안전 캠핑문화 활성화' 나선다...관광공사와 MOU 체결
2020-08-14 09:22:00,"현대차, 안전한 캠핑 문화 확산 나선다","현대차, 안전한 캠핑 문화 확산 나선다"
2020-08-14 10:06:00,"현대 코나일렉트릭 에어컨도 끄고 '영끌' 질주, 놀라운 결과","현대 코나일렉트릭 에어컨도 끄고 '영끌' 질주, 놀라운 결과"
2020-08-14 09:57:00,"""와우!""···현대차 '코나EV' 주행거리 1,000km 돌파","""와우!""···현대차 '코나EV' 주행거리 1,000km 돌파"
2020-08-14 09:10:00,"현대차, 관광공사와 안전 캠핑 문화 확산 위해 손잡다","현대차, 관광공사와 안전 캠핑 문화 확산 위해 손잡다"
2020-08-14 08:49:00,"현대차-관광공사, `안전 캠핑 문화 활성화` 위해 맞손","현대차-관광공사, `안전 캠핑 문화 활성화` 위해 맞손"
2020-08-14 08:41:00,현대차 네비에 '안전 캠핑장' 정보 수록…관광공사와 MOU 체결,현대차 네비에 '안전 캠핑장' 정보 수록…관광공사와 MOU 체결
2020-08-14 08:00:00,"현대차, 아반떼 N라인 출시···'N 라인'과 'N 브랜드'의 차이점을...","현대차, 아반떼 N라인 출시···'N 라인'과 'N 브랜드'의 차이점을..."
2020-08-14 09:57:00,"""와우!""···현대차 '코나EV' 주행거리 1,000km 돌파","""와우!""···현대차 '코나EV' 주행거리 1,000km 돌파"
2020-08-14 09:33:00,현대차 '안전 캠핑문화 활성화' 나선다...관광공사와 MOU 체결,현대차 '안전 캠핑문화 활성화' 나선다...관광공사와 MOU 체결
2020-08-14 09:22:00,"현대차, 안전한 캠핑 문화 확산 나선다","현대차, 안전한 캠핑 문화 확산 나선다"
2020-08-14 09:10:00,"현대차, 관광공사와 안전 캠핑 문화 확산 위해 손잡다","현대차, 관광공사와 안전 캠핑 문화 확산 위해 손잡다"
2020-08-14 08:49:00,"현대차-관광공사, `안전 캠핑 문화 활성화` 위해 맞손","현대차-관광공사, `안전 캠핑 문화 활성화` 위해 맞손"
2020-08-14 08:41:00,현대차 네비에 '안전 캠핑장' 정보 수록…관광공사와 MOU 체결,현대차 네비에 '안전 캠핑장' 정보 수록…관광공사와 MOU 체결
2020-08-14 09:09:00,현대차 수소전기차 ‘넥쏘’ 1만대 돌파,현대차 수소전기차 ‘넥쏘’ 1만대 돌파
2020-08-14 08:00:00,"현대차, 아반떼 N라인 출시···'N 라인'과 'N 브랜드'의 차이점을...","현대차, 아반떼 N라인 출시···'N 라인'과 'N 브랜드'의 차이점을..."
2020-08-14 07:01:00,"[기업공시 8월 13일]인지컨트롤스, 현대차와 657억 규모 공급계약 ...","[기업공시 8월 13일]인지컨트롤스, 현대차와 657억 규모 공급계약 ..."
2020-08-13 17:19:00,현대百 영업이익 84% 급감…코로나 장기화로 매출도 `뚝`,현대百 영업이익 84% 급감…코로나 장기화로 매출도 `뚝`
2020-08-13 17:09:00,"'C쇼크' 현대百, 2분기 영업익 84% 감소…면세점 181억 적자","'C쇼크' 현대百, 2분기 영업익 84% 감소…면세점 181억 적자"
2020-08-13 16:00:00,"현대百그룹, 2분기 백화점 부진에 영업익 84%↓","현대百그룹, 2분기 백화점 부진에 영업익 84%↓"
2020-08-13 15:35:00,"‘코로나 쇼크’ 현대百, 2분기 영업이익 81억원…전년比 84% 감소","‘코로나 쇼크’ 현대百, 2분기 영업이익 81억원…전년比 84% 감소"
2020-08-13 17:05:00,현대차 노사 '2020 임금협상' 상견례,현대차 노사 '2020 임금협상' 상견례
2020-08-13 11:35:00,"코로나19 뚫고…현대차 SUV, 인도시장 1위 질주","코로나19 뚫고…현대차 SUV, 인도시장 1위 질주"
2020-08-13 09:56:00,"현대차 SUV, 코로나19 이후 인도시장 1위 질주","현대차 SUV, 코로나19 이후 인도시장 1위 질주"
2020-08-13 10:10:00,현대차 '올 뉴 아반떼 하이브리드' 'N 라인' 출시,현대차 '올 뉴 아반떼 하이브리드' 'N 라인' 출시
2020-08-13 09:32:00,"'역대급 아반떼'가 더 강화됐다···현대차, 하이브리드·N 라인 모델...","'역대급 아반떼'가 더 강화됐다···현대차, 하이브리드·N 라인 모델..."
2020-08-13 17:09:00,"'C쇼크' 현대百, 2분기 영업익 84% 감소…면세점 181억 적자","'C쇼크' 현대百, 2분기 영업익 84% 감소…면세점 181억 적자"
2020-08-13 16:00:00,"현대百그룹, 2분기 백화점 부진에 영업익 84%↓","현대百그룹, 2분기 백화점 부진에 영업익 84%↓"
2020-08-13 15:35:00,"‘코로나 쇼크’ 현대百, 2분기 영업이익 81억원…전년比 84% 감소","‘코로나 쇼크’ 현대百, 2분기 영업이익 81억원…전년比 84% 감소"
2020-08-13 17:05:00,현대차 노사 '2020 임금협상' 상견례,현대차 노사 '2020 임금협상' 상견례
2020-08-13 11:35:00,"코로나19 뚫고…현대차 SUV, 인도시장 1위 질주","코로나19 뚫고…현대차 SUV, 인도시장 1위 질주"
2020-08-13 09:56:00,"현대차 SUV, 코로나19 이후 인도시장 1위 질주","현대차 SUV, 코로나19 이후 인도시장 1위 질주"
